sample_id,subject,session,run,trial,label,event_sample,artifact_flagged
s02_1test_r2_t38,2,1test,2,38,2,74694,False
s02_1test_r2_t40,2,1test,2,40,2,78582,False
s02_1test_r2_t43,2,1test,2,43,2,84631,False
s02_1test_r2_t44,2,1test,2,44,2,86750,False
s02_1test_r2_t45,2,1test,2,45,2,88656,False
s02_1test_r2_t48,2,1test,2,48,1,94757,False
s02_1test_r3_t01,2,1test,3,1,2,250,False
s02_1test_r3_t03,2,1test,3,3,1,4171,False
s02_1test_r3_t07,2,1test,3,7,1,12159,False
s02_1test_r3_t08,2,1test,3,8,1,14209,False
s02_1test_r3_t10,2,1test,3,10,2,18138,False
s02_1test_r3_t14,2,1test,3,14,2,25855,False
s02_1test_r3_t15,2,1test,3,15,1,27822,False
s02_1test_r3_t17,2,1test,3,17,2,31950,False
s02_1test_r3_t19,2,1test,3,19,1,36052,False
s02_1test_r3_t22,2,1test,3,22,2,42268,False
s02_1test_r3_t25,2,1test,3,25,1,48164,False
s02_1test_r3_t26,2,1test,3,26,2,50125,False
s02_1test_r3_t27,2,1test,3,27,2,52229,False
s02_1test_r3_t30,2,1test,3,30,2,58234,False
s02_1test_r3_t31,2,1test,3,31,1,60305,False
s02_1test_r3_t32,2,1test,3,32,1,62412,False
s02_1test_r3_t34,2,1test,3,34,2,66595,False
s02_1test_r3_t35,2,1test,3,35,1,68638,False
s02_1test_r3_t37,2,1test,3,37,2,72722,False
s02_1test_r3_t38,2,1test,3,38,2,74694,False
s02_1test_r3_t40,2,1test,3,40,1,78582,False
s02_1test_r3_t46,2,1test,3,46,1,90584,False
s02_1test_r3_t47,2,1test,3,47,2,92698,False
s02_1test_r3_t48,2,1test,3,48,1,94757,False
s02_1test_r4_t01,2,1test,4,1,2,250,False
s02_1test_r4_t02,2,1test,4,2,1,2253,False
s02_1test_r4_t03,2,1test,4,3,1,4171,False
s02_1test_r4_t06,2,1test,4,6,2,10242,False
s02_1test_r4_t09,2,1test,4,9,1,16140,False
s02_1test_r4_t11,2,1test,4,11,1,20044,False
s02_1test_r4_t12,2,1test,4,12,1,21939,False
s02_1test_r4_t13,2,1test,4,13,2,23911,False
s02_1test_r4_t16,2,1test,4,16,2,29942,False
s02_1test_r4_t22,2,1test,4,22,2,42268,False
s02_1test_r4_t23,2,1test,4,23,2,44180,False
s02_1test_r4_t25,2,1test,4,25,1,48164,False
s02_1test_r4_t26,2,1test,4,26,2,50125,False
s02_1test_r4_t27,2,1test,4,27,2,52229,False
s02_1test_r4_t28,2,1test,4,28,2,54233,False
s02_1test_r4_t31,2,1test,4,31,1,60305,False
s02_1test_r4_t33,2,1test,4,33,1,64504,False
s02_1test_r4_t35,2,1test,4,35,1,68638,False
s02_1test_r4_t37,2,1test,4,37,1,72722,False
s02_1test_r4_t39,2,1test,4,39,1,76657,False
s02_1test_r4_t40,2,1test,4,40,2,78582,False
s02_1test_r4_t44,2,1test,4,44,1,86750,False
s02_1test_r4_t45,2,1test,4,45,2,88656,False
s02_1test_r4_t47,2,1test,4,47,2,92698,False
s02_1test_r5_t02,2,1test,5,2,1,2253,False
s02_1test_r5_t04,2,1test,5,4,2,6123,False
s02_1test_r5_t06,2,1test,5,6,1,10242,False
s02_1test_r5_t07,2,1test,5,7,1,12159,False
s02_1test_r5_t10,2,1test,5,10,2,18138,False
s02_1test_r5_t12,2,1test,5,12,2,21939,False
s02_1test_r5_t13,2,1test,5,13,2,23911,False
s02_1test_r5_t14,2,1test,5,14,1,25855,False
s02_1test_r5_t15,2,1test,5,15,2,27822,False
s02_1test_r5_t18,2,1test,5,18,2,34016,False
s02_1test_r5_t19,2,1test,5,19,2,36052,False
s02_1test_r5_t20,2,1test,5,20,2,38118,False
s02_1test_r5_t21,2,1test,5,21,2,40188,False
s02_1test_r5_t26,2,1test,5,26,1,50125,False
s02_1test_r5_t27,2,1test,5,27,2,52229,False
s02_1test_r5_t29,2,1test,5,29,2,56208,False
s02_1test_r5_t30,2,1test,5,30,1,58234,False
s02_1test_r5_t32,2,1test,5,32,1,62412,False
s02_1test_r5_t34,2,1test,5,34,1,66595,False
s02_1test_r5_t35,2,1test,5,35,1,68638,False
s02_1test_r5_t36,2,1test,5,36,1,70702,False
s02_1test_r5_t37,2,1test,5,37,1,72722,False
s02_1test_r5_t41,2,1test,5,41,2,80663,False
s02_1test_r5_t47,2,1test,5,47,1,92698,False
s03_0train_r0_t01,3,0train,0,1,1,250,False
s03_0train_r0_t02,3,0train,0,2,2,2253,False
s03_0train_r0_t03,3,0train,0,3,2,4171,False
s03_0train_r0_t04,3,0train,0,4,1,6123,False
s03_0train_r0_t05,3,0train,0,5,2,8131,False
s03_0train_r0_t06,3,0train,0,6,1,10242,False
s03_0train_r0_t07,3,0train,0,7,2,12159,False
s03_0train_r0_t09,3,0train,0,9,2,16140,False
s03_0train_r0_t11,3,0train,0,11,1,20044,False
s03_0train_r0_t13,3,0train,0,13,2,23911,False
s03_0train_r0_t14,3,0train,0,14,1,25855,False
s03_0train_r0_t20,3,0train,0,20,1,38118,False
s03_0train_r0_t22,3,0train,0,22,2,42268,False
s03_0train_r0_t23,3,0train,0,23,1,44180,False
s03_0train_r0_t24,3,0train,0,24,1,46211,False
s03_0train_r0_t27,3,0train,0,27,1,52229,True
s03_0train_r0_t31,3,0train,0,31,1,60305,False
s03_0train_r0_t32,3,0train,0,32,2,62412,False
s03_0train_r0_t33,3,0train,0,33,1,64504,False
s03_0train_r0_t34,3,0train,0,34,2,66595,False
s03_0train_r0_t35,3,0train,0,35,2,68638,False
s03_0train_r0_t36,3,0train,0,36,1,70702,False
s03_0train_r0_t37,3,0train,0,37,2,72722,False
s03_0train_r0_t39,3,0train,0,39,2,76657,False
s03_0train_r1_t03,3,0train,1,3,2,4171,False
s03_0train_r1_t04,3,0train,1,4,1,6123,False
s03_0train_r1_t05,3,0train,1,5,1,8131,False
s03_0train_r1_t06,3,0train,1,6,2,10242,False
s03_0train_r1_t09,3,0train,1,9,2,16140,False
s03_0train_r1_t11,3,0train,1,11,1,20044,False
s03_0train_r1_t12,3,0train,1,12,1,21939,False
s03_0train_r1_t13,3,0train,1,13,1,23911,False
s03_0train_r1_t15,3,0train,1,15,2,27822,False
s03_0train_r1_t16,3,0train,1,16,2,29942,False
s03_0train_r1_t17,3,0train,1,17,1,31950,False
s03_0train_r1_t18,3,0train,1,18,1,34016,False
s03_0train_r1_t20,3,0train,1,20,1,38118,False
s03_0train_r1_t21,3,0train,1,21,2,40188,True
s03_0train_r1_t25,3,0train,1,25,1,48164,False
s03_0train_r1_t28,3,0train,1,28,2,54233,False
s03_0train_r1_t31,3,0train,1,31,2,60305,False
s03_0train_r1_t32,3,0train,1,32,1,62412,False
s03_0train_r1_t33,3,0train,1,33,2,64504,False
s03_0train_r1_t39,3,0train,1,39,1,76657,False
s03_0train_r1_t41,3,0train,1,41,2,80663,True
s03_0train_r1_t43,3,0train,1,43,2,84631,False
s03_0train_r1_t46,3,0train,1,46,2,90584,False
s03_0train_r1_t48,3,0train,1,48,1,94757,False
s03_0train_r2_t01,3,0train,2,1,1,250,False
s03_0train_r2_t02,3,0train,2,2,1,2253,False
s03_0train_r2_t04,3,0train,2,4,2,6123,False
s03_0train_r2_t05,3,0train,2,5,1,8131,False
s03_0train_r2_t07,3,0train,2,7,1,12159,False
s03_0train_r2_t09,3,0train,2,9,2,16140,False
s03_0train_r2_t11,3,0train,2,11,1,20044,False
s03_0train_r2_t14,3,0train,2,14,1,25855,False
s03_0train_r2_t16,3,0train,2,16,2,29942,False
s03_0train_r2_t21,3,0train,2,21,1,40188,False
s03_0train_r2_t23,3,0train,2,23,2,44180,False
s03_0train_r2_t25,3,0train,2,25,2,48164,False
s03_0train_r2_t26,3,0train,2,26,1,50125,False
s03_0train_r2_t28,3,0train,2,28,2,54233,False
s03_0train_r2_t29,3,0train,2,29,1,56208,False
s03_0train_r2_t32,3,0train,2,32,1,62412,False
s03_0train_r2_t36,3,0train,2,36,2,70702,False
s03_0train_r2_t37,3,0train,2,37,1,72722,False
s03_0train_r2_t38,3,0train,2,38,2,74694,False
s03_0train_r2_t40,3,0train,2,40,2,78582,False
s03_0train_r2_t43,3,0train,2,43,2,84631,False
s03_0train_r2_t44,3,0train,2,44,2,86750,False
s03_0train_r2_t45,3,0train,2,45,2,88656,False
s03_0train_r2_t48,3,0train,2,48,1,94757,False
s03_0train_r3_t01,3,0train,3,1,2,250,True
s03_0train_r3_t03,3,0train,3,3,1,4171,False
s03_0train_r3_t07,3,0train,3,7,1,12159,True
s03_0train_r3_t08,3,0train,3,8,1,14209,False
s03_0train_r3_t10,3,0train,3,10,2,18138,False
s03_0train_r3_t14,3,0train,3,14,2,25855,False
s03_0train_r3_t15,3,0train,3,15,1,27822,False
s03_0train_r3_t17,3,0train,3,17,2,31950,False
s03_0train_r3_t19,3,0train,3,19,1,36052,False
s03_0train_r3_t22,3,0train,3,22,2,42268,False
s03_0train_r3_t25,3,0train,3,25,1,48164,False
s03_0train_r3_t26,3,0train,3,26,2,50125,False
s03_0train_r3_t27,3,0train,3,27,2,52229,False
s03_0train_r3_t30,3,0train,3,30,2,58234,False
s03_0train_r3_t31,3,0train,3,31,1,60305,False
s03_0train_r3_t32,3,0train,3,32,1,62412,False
s03_0train_r3_t34,3,0train,3,34,2,66595,False
s03_0train_r3_t35,3,0train,3,35,1,68638,False
s03_0train_r3_t37,3,0train,3,37,2,72722,True
s03_0train_r3_t38,3,0train,3,38,2,74694,False
s03_0train_r3_t40,3,0train,3,40,1,78582,True
s03_0train_r3_t46,3,0train,3,46,1,90584,False
s03_0train_r3_t47,3,0train,3,47,2,92698,False
s03_0train_r3_t48,3,0train,3,48,1,94757,False
s03_0train_r4_t01,3,0train,4,1,2,250,False
s03_0train_r4_t02,3,0train,4,2,1,2253,False
s03_0train_r4_t03,3,0train,4,3,1,4171,False
s03_0train_r4_t06,3,0train,4,6,2,10242,False
s03_0train_r4_t09,3,0train,4,9,1,16140,False
s03_0train_r4_t11,3,0train,4,11,1,20044,False
s03_0train_r4_t12,3,0train,4,12,1,21939,False
s03_0train_r4_t13,3,0train,4,13,2,23911,False
s03_0train_r4_t16,3,0train,4,16,2,29942,False
s03_0train_r4_t22,3,0train,4,22,2,42268,False
s03_0train_r4_t23,3,0train,4,23,2,44180,False
s03_0train_r4_t25,3,0train,4,25,1,48164,False
s03_0train_r4_t26,3,0train,4,26,2,50125,False
s03_0train_r4_t27,3,0train,4,27,2,52229,False
s03_0train_r4_t28,3,0train,4,28,2,54233,False
s03_0train_r4_t31,3,0train,4,31,1,60305,False
s03_0train_r4_t33,3,0train,4,33,1,64504,False
s03_0train_r4_t35,3,0train,4,35,1,68638,False
s03_0train_r4_t37,3,0train,4,37,1,72722,False
s03_0train_r4_t39,3,0train,4,39,1,76657,False
s03_0train_r4_t40,3,0train,4,40,2,78582,False
s03_0train_r4_t44,3,0train,4,44,1,86750,False
s03_0train_r4_t45,3,0train,4,45,2,88656,False
s03_0train_r4_t47,3,0train,4,47,2,92698,False
s03_0train_r5_t02,3,0train,5,2,1,2253,False
s03_0train_r5_t04,3,0train,5,4,2,6123,False
s03_0train_r5_t06,3,0train,5,6,1,10242,False
s03_0train_r5_t07,3,0train,5,7,1,12159,False
s03_0train_r5_t10,3,0train,5,10,2,18138,False
s03_0train_r5_t12,3,0train,5,12,2,21939,False
s03_0train_r5_t13,3,0train,5,13,2,23911,False
s03_0train_r5_t14,3,0train,5,14,1,25855,False
s03_0train_r5_t15,3,0train,5,15,2,27822,False
s03_0train_r5_t18,3,0train,5,18,2,34016,False
s03_0train_r5_t19,3,0train,5,19,2,36052,False
s03_0train_r5_t20,3,0train,5,20,2,38118,False
s03_0train_r5_t21,3,0train,5,21,2,40188,False
s03_0train_r5_t26,3,0train,5,26,1,50125,False
s03_0train_r5_t27,3,0train,5,27,2,52229,False
s03_0train_r5_t29,3,0train,5,29,2,56208,False
s03_0train_r5_t30,3,0train,5,30,1,58234,False
s03_0train_r5_t32,3,0train,5,32,1,62412,False
s03_0train_r5_t34,3,0train,5,34,1,66595,False
s03_0train_r5_t35,3,0train,5,35,1,68638,False
s03_0train_r5_t36,3,0train,5,36,1,70702,False
s03_0train_r5_t37,3,0train,5,37,1,72722,False
s03_0train_r5_t41,3,0train,5,41,2,80663,False
s03_0train_r5_t47,3,0train,5,47,1,92698,False
s03_1test_r0_t01,3,1test,0,1,1,250,False
s03_1test_r0_t02,3,1test,0,2,2,2253,False
s03_1test_r0_t03,3,1test,0,3,2,4171,True
s03_1test_r0_t04,3,1test,0,4,1,6123,False
s03_1test_r0_t05,3,1test,0,5,2,8131,False
s03_1test_r0_t06,3,1test,0,6,1,10242,False
s03_1test_r0_t07,3,1test,0,7,2,12159,False
s03_1test_r0_t09,3,1test,0,9,2,16140,False
s03_1test_r0_t11,3,1test,0,11,1,20044,True
s03_1test_r0_t13,3,1test,0,13,2,23911,False
s03_1test_r0_t14,3,1test,0,14,1,25855,False
s03_1test_r0_t20,3,1test,0,20,1,38118,False
s03_1test_r0_t22,3,1test,0,22,2,42268,False
s03_1test_r0_t23,3,1test,0,23,1,44180,False
s03_1test_r0_t24,3,1test,0,24,1,46211,False
s03_1test_r0_t27,3,1test,0,27,1,52229,False
s03_1test_r0_t31,3,1test,0,31,1,60305,False
s03_1test_r0_t32,3,1test,0,32,2,62412,False
s03_1test_r0_t33,3,1test,0,33,1,64504,False
s03_1test_r0_t34,3,1test,0,34,2,66595,False
s03_1test_r0_t35,3,1test,0,35,2,68638,False
s03_1test_r0_t36,3,1test,0,36,1,70702,False
s03_1test_r0_t37,3,1test,0,37,2,72722,False
s03_1test_r0_t39,3,1test,0,39,2,76657,False
s03_1test_r1_t03,3,1test,1,3,2,4171,False
s03_1test_r1_t04,3,1test,1,4,1,6123,False
s03_1test_r1_t05,3,1test,1,5,1,8131,True
s03_1test_r1_t06,3,1test,1,6,2,10242,False
s03_1test_r1_t09,3,1test,1,9,2,16140,False
s03_1test_r1_t11,3,1test,1,11,1,20044,False
s03_1test_r1_t12,3,1test,1,12,1,21939,False
s03_1test_r1_t13,3,1test,1,13,1,23911,False
s03_1test_r1_t15,3,1test,1,15,2,27822,False
s03_1test_r1_t16,3,1test,1,16,2,29942,False
s03_1test_r1_t17,3,1test,1,17,1,31950,False
s03_1test_r1_t18,3,1test,1,18,1,34016,False
s03_1test_r1_t20,3,1test,1,20,1,38118,False
s03_1test_r1_t21,3,1test,1,21,2,40188,False
s03_1test_r1_t25,3,1test,1,25,1,48164,False
s03_1test_r1_t28,3,1test,1,28,2,54233,False
s03_1test_r1_t31,3,1test,1,31,2,60305,False
s03_1test_r1_t32,3,1test,1,32,1,62412,False
s03_1test_r1_t33,3,1test,1,33,2,64504,False
s03_1test_r1_t39,3,1test,1,39,1,76657,False
s03_1test_r1_t41,3,1test,1,41,2,80663,False
s03_1test_r1_t43,3,1test,1,43,2,84631,False
s03_1test_r1_t46,3,1test,1,46,2,90584,False
s03_1test_r1_t48,3,1test,1,48,1,94757,False
s03_1test_r2_t01,3,1test,2,1,1,250,False
s03_1test_r2_t02,3,1test,2,2,1,2253,False
s03_1test_r2_t04,3,1test,2,4,2,6123,False
s03_1test_r2_t05,3,1test,2,5,1,8131,False
s03_1test_r2_t07,3,1test,2,7,1,12159,False
s03_1test_r2_t09,3,1test,2,9,2,16140,False
s03_1test_r2_t11,3,1test,2,11,1,20044,False
s03_1test_r2_t14,3,1test,2,14,1,25855,False
s03_1test_r2_t16,3,1test,2,16,2,29942,False
s03_1test_r2_t21,3,1test,2,21,1,40188,False
s03_1test_r2_t23,3,1test,2,23,2,44180,False
s03_1test_r2_t25,3,1test,2,25,2,48164,False
s03_1test_r2_t26,3,1test,2,26,1,50125,False
s03_1test_r2_t28,3,1test,2,28,2,54233,False
s03_1test_r2_t29,3,1test,2,29,1,56208,False
s03_1test_r2_t32,3,1test,2,32,1,62412,False
s03_1test_r2_t36,3,1test,2,36,2,70702,False
s03_1test_r2_t37,3,1test,2,37,1,72722,False
s03_1test_r2_t38,3,1test,2,38,2,74694,False
s03_1test_r2_t40,3,1test,2,40,2,78582,False
s03_1test_r2_t43,3,1test,2,43,2,84631,False
s03_1test_r2_t44,3,1test,2,44,2,86750,False
s03_1test_r2_t45,3,1test,2,45,2,88656,False
s03_1test_r2_t48,3,1test,2,48,1,94757,False
s03_1test_r3_t01,3,1test,3,1,2,250,False
s03_1test_r3_t03,3,1test,3,3,1,4171,False
s03_1test_r3_t07,3,1test,3,7,1,12159,False
s03_1test_r3_t08,3,1test,3,8,1,14209,False
s03_1test_r3_t10,3,1test,3,10,2,18138,False
s03_1test_r3_t14,3,1test,3,14,2,25855,False
s03_1test_r3_t15,3,1test,3,15,1,27822,False
s03_1test_r3_t17,3,1test,3,17,2,31950,False
s03_1test_r3_t19,3,1test,3,19,1,36052,False
s03_1test_r3_t22,3,1test,3,22,2,42268,False
s03_1test_r3_t25,3,1test,3,25,1,48164,False
s03_1test_r3_t26,3,1test,3,26,2,50125,False
s03_1test_r3_t27,3,1test,3,27,2,52229,False
s03_1test_r3_t30,3,1test,3,30,2,58234,False
s03_1test_r3_t31,3,1test,3,31,1,60305,False
s03_1test_r3_t32,3,1test,3,32,1,62412,False
s03_1test_r3_t34,3,1test,3,34,2,66595,False
s03_1test_r3_t35,3,1test,3,35,1,68638,True
s03_1test_r3_t37,3,1test,3,37,2,72722,False
s03_1test_r3_t38,3,1test,3,38,2,74694,False
s03_1test_r3_t40,3,1test,3,40,1,78582,False
s03_1test_r3_t46,3,1test,3,46,1,90584,True
s03_1test_r3_t47,3,1test,3,47,2,92698,False
s03_1test_r3_t48,3,1test,3,48,1,94757,False
s03_1test_r4_t01,3,1test,4,1,2,250,False
s03_1test_r4_t02,3,1test,4,2,1,2253,False
s03_1test_r4_t03,3,1test,4,3,1,4171,False
s03_1test_r4_t06,3,1test,4,6,2,10242,False
s03_1test_r4_t09,3,1test,4,9,1,16140,False
s03_1test_r4_t11,3,1test,4,11,1,20044,False
s03_1test_r4_t12,3,1test,4,12,1,21939,False
s03_1test_r4_t13,3,1test,4,13,2,23911,False
s03_1test_r4_t16,3,1test,4,16,2,29942,False
s03_1test_r4_t22,3,1test,4,22,2,42268,False
s03_1test_r4_t23,3,1test,4,23,2,44180,False
s03_1test_r4_t25,3,1test,4,25,1,48164,False
s03_1test_r4_t26,3,1test,4,26,2,50125,False
s03_1test_r4_t27,3,1test,4,27,2,52229,False
s03_1test_r4_t28,3,1test,4,28,2,54233,False
s03_1test_r4_t31,3,1test,4,31,1,60305,False
s03_1test_r4_t33,3,1test,4,33,1,64504,False
s03_1test_r4_t35,3,1test,4,35,1,68638,False
s03_1test_r4_t37,3,1test,4,37,1,72722,False
s03_1test_r4_t39,3,1test,4,39,1,76657,False
s03_1test_r4_t40,3,1test,4,40,2,78582,False
s03_1test_r4_t44,3,1test,4,44,1,86750,False
s03_1test_r4_t45,3,1test,4,45,2,88656,False
s03_1test_r4_t47,3,1test,4,47,2,92698,False
s03_1test_r5_t02,3,1test,5,2,1,2253,False
s03_1test_r5_t04,3,1test,5,4,2,6123,True
s03_1test_r5_t06,3,1test,5,6,1,10242,False
s03_1test_r5_t07,3,1test,5,7,1,12159,False
s03_1test_r5_t10,3,1test,5,10,2,18138,False
s03_1test_r5_t12,3,1test,5,12,2,21939,False
s03_1test_r5_t13,3,1test,5,13,2,23911,False
s03_1test_r5_t14,3,1test,5,14,1,25855,False
s03_1test_r5_t15,3,1test,5,15,2,27822,False
s03_1test_r5_t18,3,1test,5,18,2,34016,False
s03_1test_r5_t19,3,1test,5,19,2,36052,False
s03_1test_r5_t20,3,1test,5,20,2,38118,False
s03_1test_r5_t21,3,1test,5,21,2,40188,False
s03_1test_r5_t26,3,1test,5,26,1,50125,False
s03_1test_r5_t27,3,1test,5,27,2,52229,False
s03_1test_r5_t29,3,1test,5,29,2,56208,False
s03_1test_r5_t30,3,1test,5,30,1,58234,False
s03_1test_r5_t32,3,1test,5,32,1,62412,False
s03_1test_r5_t34,3,1test,5,34,1,66595,False
s03_1test_r5_t35,3,1test,5,35,1,68638,False
s03_1test_r5_t36,3,1test,5,36,1,70702,False
s03_1test_r5_t37,3,1test,5,37,1,72722,True
s03_1test_r5_t41,3,1test,5,41,2,80663,False
s03_1test_r5_t47,3,1test,5,47,1,92698,False
s04_0train_r0_t03,4,0train,0,3,1,4171,False
s04_0train_r0_t05,4,0train,0,5,1,8131,False
s04_0train_r0_t06,4,0train,0,6,1,10242,False
s04_0train_r0_t10,4,0train,0,10,2,18138,False
s04_0train_r0_t12,4,0train,0,12,1,21939,False
s04_0train_r0_t13,4,0train,0,13,1,23911,False
s04_0train_r0_t14,4,0train,0,14,2,25855,False
s04_0train_r0_t15,4,0train,0,15,2,27822,False
s04_0train_r0_t16,4,0train,0,16,2,29942,False
s04_0train_r0_t18,4,0train,0,18,1,34016,False
s04_0train_r0_t20,4,0train,0,20,2,38118,False
s04_0train_r0_t22,4,0train,0,22,2,42268,False
s04_0train_r0_t23,4,0train,0,23,1,44180,False
s04_0train_r0_t26,4,0train,0,26,1,50125,False
s04_0train_r0_t28,4,0train,0,28,2,54233,False
s04_0train_r0_t29,4,0train,0,29,2,56208,False
s04_0train_r0_t31,4,0train,0,31,1,60305,False
s04_0train_r0_t33,4,0train,0,33,1,64504,False
s04_0train_r0_t35,4,0train,0,35,2,68638,False
s04_0train_r0_t38,4,0train,0,38,2,74694,False
s04_0train_r0_t39,4,0train,0,39,2,76657,False
s04_0train_r0_t41,4,0train,0,41,1,80663,False
s04_0train_r0_t42,4,0train,0,42,1,82641,True
s04_0train_r0_t46,4,0train,0,46,2,90584,False
s04_0train_r1_t02,4,0train,1,2,2,2253,False
s04_0train_r1_t03,4,0train,1,3,2,4171,False
s04_0train_r1_t04,4,0train,1,4,1,6123,False
s04_0train_r1_t05,4,0train,1,5,2,8131,False
s04_0train_r1_t08,4,0train,1,8,1,14209,False
s04_0train_r1_t10,4,0train,1,10,1,18138,False
s04_0train_r1_t13,4,0train,1,13,1,23911,False
s04_0train_r1_t14,4,0train,1,14,2,25855,False
s04_0train_r1_t17,4,0train,1,17,1,31950,True
s04_0train_r1_t18,4,0train,1,18,1,34016,False
s04_0train_r1_t21,4,0train,1,21,2,40188,False
s04_0train_r1_t22,4,0train,1,22,1,42268,False
s04_0train_r1_t24,4,0train,1,24,1,46211,False
s04_0train_r1_t25,4,0train,1,25,2,48164,False
s04_0train_r1_t26,4,0train,1,26,2,50125,False
s04_0train_r1_t27,4,0train,1,27,1,52229,False
s04_0train_r1_t28,4,0train,1,28,1,54233,True
s04_0train_r1_t29,4,0train,1,29,2,56208,False
s04_0train_r1_t31,4,0train,1,31,2,60305,False
s04_0train_r1_t33,4,0train,1,33,2,64504,False
s04_0train_r1_t37,4,0train,1,37,1,72722,False
s04_0train_r1_t39,4,0train,1,39,2,76657,False
s04_0train_r1_t41,4,0train,1,41,2,80663,True
s04_0train_r1_t47,4,0train,1,47,1,92698,False
s04_0train_r2_t01,4,0train,2,1,1,250,False
s04_0train_r2_t02,4,0train,2,2,2,2253,False
s04_0train_r2_t03,4,0train,2,3,2,4171,False
s04_0train_r2_t04,4,0train,2,4,1,6123,False
s04_0train_r2_t05,4,0train,2,5,2,8131,False
s04_0train_r2_t06,4,0train,2,6,1,10242,False
s04_0train_r2_t07,4,0train,2,7,2,12159,False
s04_0train_r2_t09,4,0train,2,9,2,16140,False
s04_0train_r2_t11,4,0train,2,11,1,20044,False
s04_0train_r2_t13,4,0train,2,13,2,23911,False
s04_0train_r2_t14,4,0train,2,14,1,25855,False
s04_0train_r2_t20,4,0train,2,20,1,38118,False
s04_0train_r2_t22,4,0train,2,22,2,42268,False
s04_0train_r2_t23,4,0train,2,23,1,44180,False
s04_0train_r2_t24,4,0train,2,24,1,46211,False
s04_0train_r2_t27,4,0train,2,27,1,52229,False
s04_0train_r2_t31,4,0train,2,31,1,60305,False
s04_0train_r2_t32,4,0train,2,32,2,62412,False
s04_0train_r2_t33,4,0train,2,33,1,64504,False
s04_0train_r2_t34,4,0train,2,34,2,66595,False
s04_0train_r2_t35,4,0train,2,35,2,68638,False
s04_0train_r2_t36,4,0train,2,36,1,70702,True
s04_0train_r2_t37,4,0train,2,37,2,72722,False
s04_0train_r2_t39,4,0train,2,39,2,76657,False
s04_0train_r3_t03,4,0train,3,3,2,4171,True
s04_0train_r3_t04,4,0train,3,4,1,6123,False
s04_0train_r3_t05,4,0train,3,5,1,8131,False
s04_0train_r3_t06,4,0train,3,6,2,10242,False
s04_0train_r3_t09,4,0train,3,9,2,16140,False
s04_0train_r3_t11,4,0train,3,11,1,20044,False
s04_0train_r3_t12,4,0train,3,12,1,21939,True
s04_0train_r3_t13,4,0train,3,13,1,23911,True
s04_0train_r3_t15,4,0train,3,15,2,27822,False
s04_0train_r3_t16,4,0train,3,16,2,29942,False
s04_0train_r3_t17,4,0train,3,17,1,31950,False
s04_0train_r3_t18,4,0train,3,18,1,34016,False
s04_0train_r3_t20,4,0train,3,20,1,38118,False
s04_0train_r3_t21,4,0train,3,21,2,40188,False
s04_0train_r3_t25,4,0train,3,25,1,48164,False
s04_0train_r3_t28,4,0train,3,28,2,54233,False
s04_0train_r3_t31,4,0train,3,31,2,60305,False
s04_0train_r3_t32,4,0train,3,32,1,62412,False
s04_0train_r3_t33,4,0train,3,33,2,64504,False
s04_0train_r3_t39,4,0train,3,39,1,76657,False
s04_0train_r3_t41,4,0train,3,41,2,80663,False
s04_0train_r3_t43,4,0train,3,43,2,84631,False
s04_0train_r3_t46,4,0train,3,46,2,90584,False
s04_0train_r3_t48,4,0train,3,48,1,94757,False
s04_0train_r4_t01,4,0train,4,1,1,250,True
s04_0train_r4_t02,4,0train,4,2,1,2253,False
s04_0train_r4_t04,4,0train,4,4,2,6123,False
s04_0train_r4_t05,4,0train,4,5,1,8131,False
s04_0train_r4_t07,4,0train,4,7,1,12159,False
s04_0train_r4_t09,4,0train,4,9,2,16140,False
s04_0train_r4_t11,4,0train,4,11,1,20044,True
s04_0train_r4_t14,4,0train,4,14,1,25855,False
s04_0train_r4_t16,4,0train,4,16,2,29942,False
s04_0train_r4_t21,4,0train,4,21,1,40188,False
s04_0train_r4_t23,4,0train,4,23,2,44180,False
s04_0train_r4_t25,4,0train,4,25,2,48164,True
s04_0train_r4_t26,4,0train,4,26,1,50125,True
s04_0train_r4_t28,4,0train,4,28,2,54233,False
s04_0train_r4_t29,4,0train,4,29,1,56208,False
s04_0train_r4_t32,4,0train,4,32,1,62412,False
s04_0train_r4_t36,4,0train,4,36,2,70702,False
s04_0train_r4_t37,4,0train,4,37,1,72722,False
s04_0train_r4_t38,4,0train,4,38,2,74694,False
s04_0train_r4_t40,4,0train,4,40,2,78582,False
s04_0train_r4_t43,4,0train,4,43,2,84631,False
s04_0train_r4_t44,4,0train,4,44,2,86750,False
s04_0train_r4_t45,4,0train,4,45,2,88656,False
s04_0train_r4_t48,4,0train,4,48,1,94757,False
s04_0train_r5_t01,4,0train,5,1,2,250,False
s04_0train_r5_t03,4,0train,5,3,1,4171,False
s04_0train_r5_t07,4,0train,5,7,1,12159,False
s04_0train_r5_t08,4,0train,5,8,1,14209,False
s04_0train_r5_t10,4,0train,5,10,2,18138,True
s04_0train_r5_t14,4,0train,5,14,2,25855,False
s04_0train_r5_t15,4,0train,5,15,1,27822,True
s04_0train_r5_t17,4,0train,5,17,2,31950,False
s04_0train_r5_t19,4,0train,5,19,1,36052,False
s04_0train_r5_t22,4,0train,5,22,2,42268,False
s04_0train_r5_t25,4,0train,5,25,1,48164,False
s04_0train_r5_t26,4,0train,5,26,2,50125,False
s04_0train_r5_t27,4,0train,5,27,2,52229,True
